Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
SNEA.S1NB0200MS100C0,1999.03,37385,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2000.03,41523,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2001.03,44617,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2002.03,48454,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2003.03,49358,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2004.03,52208,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2005.03,54955,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2006.03,56384,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2007.03,59095,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2008.03,65579,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2009.03,62828,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2010.03,64918,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2011.03,68945,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2012.03,71274,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2013.03,71019,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2014.03,79490,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2015.03,80644,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2016.03,83689,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2017.03,89686,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2018.03,97482,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2019.03,100560,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2020.03,109369,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS100C0,2021.03,114369,PROVISIONAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-financial business enterprises,All control
SNEA.S1NB0200MS111C3,1999.03,1940,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2000.03,1689,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2001.03,1509,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2002.03,1522,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2003.03,1924,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2004.03,2191,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2005.03,2176,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2006.03,2549,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2007.03,2444,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2008.03,2919,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2009.03,2750,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2010.03,2905,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2011.03,3259,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2012.03,3529,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2013.03,3393,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2014.03,3997,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2015.03,4342,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2016.03,4231,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2017.03,3839,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2018.03,4157,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2019.03,4197,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C3,2020.03,4492,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Central government control
SNEA.S1NB0200MS111C4,1999.03,973,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2000.03,981,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2001.03,962,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2002.03,1107,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2003.03,1230,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2004.03,1444,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2005.03,1298,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2006.03,1685,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2007.03,1673,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2008.03,1754,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2009.03,1880,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2010.03,1785,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2011.03,1935,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2012.03,1889,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2013.03,2071,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2014.03,2217,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2015.03,2674,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2016.03,2339,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2017.03,2560,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2018.03,2717,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2019.03,1709,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C4,2020.03,1651,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,Local government control
SNEA.S1NB0200MS111C9,1999.03,23194,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2000.03,26469,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2001.03,28669,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2002.03,31409,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2003.03,33700,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2004.03,35157,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2005.03,38002,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2006.03,39218,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2007.03,41018,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2008.03,45333,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2009.03,43628,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2010.03,43898,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2011.03,46273,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2012.03,46044,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2013.03,48569,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2014.03,55082,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2015.03,56392,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2016.03,59173,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2017.03,63091,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2018.03,69519,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2019.03,72485,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS111C9,2020.03,79692,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Corporate business enterprises,National private and foreign control
SNEA.S1NB0200MS121C0,1999.03,11314,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2000.03,12408,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2001.03,13475,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2002.03,14402,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2003.03,12483,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2004.03,13380,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2005.03,13465,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2006.03,12919,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2007.03,13944,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2008.03,15560,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2009.03,14693,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2010.03,16266,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2011.03,17378,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2012.03,19402,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2013.03,16609,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2014.03,18035,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2015.03,17079,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2016.03,17640,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2017.03,19919,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2018.03,20747,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2019.03,21821,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS121C0,2020.03,23247,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-corporate business enterprises,All control
SNEA.S1NB0200MS131C0,1999.03,-37,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2000.03,-24,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2001.03,4,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2002.03,14,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2003.03,20,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2004.03,37,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2005.03,14,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2006.03,13,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2007.03,16,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2008.03,13,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2009.03,-123,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2010.03,63,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2011.03,100,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2012.03,410,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2013.03,377,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2014.03,160,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2015.03,157,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2016.03,307,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2017.03,277,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2018.03,342,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2019.03,348,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS131C0,2020.03,287,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Non-profit business enterprises,All control
SNEA.S1NB0200MS200C0,1999.03,1611,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control
SNEA.S1NB0200MS200C0,2000.03,1978,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control
SNEA.S1NB0200MS200C0,2001.03,2388,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control
SNEA.S1NB0200MS200C0,2002.03,2839,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control
SNEA.S1NB0200MS200C0,2003.03,3172,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control
SNEA.S1NB0200MS200C0,2004.03,3688,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control
SNEA.S1NB0200MS200C0,2005.03,3971,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control
SNEA.S1NB0200MS200C0,2006.03,3683,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control
SNEA.S1NB0200MS200C0,2007.03,3186,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control
SNEA.S1NB0200MS200C0,2008.03,2957,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control
SNEA.S1NB0200MS200C0,2009.03,3779,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control
SNEA.S1NB0200MS200C0,2010.03,5691,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control
SNEA.S1NB0200MS200C0,2011.03,4667,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control
SNEA.S1NB0200MS200C0,2012.03,5255,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Gross operating surplus and gross mixed income,Market,Financial business enterprises,All control
